ADDRESS,POSTCODE,CURRENT_ENERGY_RATING,LODGEMENT_DATE,PROPERTY_TYPE,TOTAL_FLOOR_AREA,LOCAL_AUTHORITY_LABEL,full_address,LAT,LON
1 Elaine Avenue,FY4 4LD,E,2023-11-01,House,63.0,Blackpool,"1 Elaine Avenue, FY4 4LD, Blackpool, UK",53.80178470000001,-3.020679
"Flat (62a), 62 Ansdell Road",FY1 6PY,G,2023-10-01,Maisonette,71.0,Blackpool,"Flat (62a), 62 Ansdell Road, FY1 6PY, Blackpool, UK",53.8030467,-3.0389565
191 Highfield Road,FY4 2HG,F,2023-11-01,House,131.0,Blackpool,"191 Highfield Road, FY4 2HG, Blackpool, UK",53.7869389,-3.0372935
236 Lytham Road,FY1 6EX,E,2023-09-01,Flat,79.0,Blackpool,"236 Lytham Road, FY1 6EX, Blackpool, UK",53.801174,-3.0507955
"61 Bryning Avenue, Bispham",FY2 9LZ,E,2023-04-01,Bungalow,78.0,Blackpool,"61 Bryning Avenue, Bispham, FY2 9LZ, Blackpool, UK",53.8494969,-3.0441008
16 Tarnside,FY4 4RD,E,2023-05-01,Flat,64.0,Blackpool,"16 Tarnside, FY4 4RD, Blackpool, UK",53.79963859999999,-3.0034715
"Flat C, 43-47, Red Bank Road",FY2 9HX,F,2022-04-11,Flat,52.0,Blackpool,"Flat C, 43-47, Red Bank Road, FY2 9HX, Blackpool, UK",53.8500429,-3.0507535
8 Elm Avenue,FY3 9BQ,E,2023-11-01,House,109.0,Blackpool,"8 Elm Avenue, FY3 9BQ, Blackpool, UK",53.8178154,-3.0338824
91 North Park Drive,FY3 8NH,E,2022-02-11,House,178.0,Blackpool,"91 North Park Drive, FY3 8NH, Blackpool, UK",53.8207289,-3.0192952
"Flat 1, 50 Clifton Street",FY1 1JP,E,2022-11-12,Maisonette,85.0,Blackpool,"Flat 1, 50 Clifton Street, FY1 1JP, Blackpool, UK",53.8188852,-3.0527669
"Flat 5, 66 Dean Street",FY4 1BP,E,2022-06-12,Flat,39.0,Blackpool,"Flat 5, 66 Dean Street, FY4 1BP, Blackpool, UK",53.7970152,-3.0507933
"Flat 1, 70a Lord Street",FY1 2DG,E,2022-01-11,Flat,24.0,Blackpool,"Flat 1, 70a Lord Street, FY1 2DG, Blackpool, UK",53.8240433,-3.0532501
"Flat 3, 84-86 High Street",FY1 2DW,E,2022-02-11,Flat,27.0,Blackpool,"Flat 3, 84-86 High Street, FY1 2DW, Blackpool, UK",53.8240811,-3.051557
"Flat 1, 274 St Annes Road",FY4 2QR,E,2022-05-12,Flat,82.0,Blackpool,"Flat 1, 274 St Annes Road, FY4 2QR, Blackpool, UK",53.7865161,-3.0364902
"Flat 5, 29 Clevedon Road",FY1 2NX,E,2022-05-12,Flat,18.0,Blackpool,"Flat 5, 29 Clevedon Road, FY1 2NX, Blackpool, UK",53.8284646,-3.0505271
"Ground Floor Flat, 7 Cornwall Avenue",FY2 9QN,E,2022-01-11,Flat,56.0,Blackpool,"Ground Floor Flat, 7 Cornwall Avenue, FY2 9QN, Blackpool, UK",53.83570539999999,-3.0498651
"Flat 1, 29 Clevedon Road",FY1 2NX,E,2022-05-12,Flat,22.0,Blackpool,"Flat 1, 29 Clevedon Road, FY1 2NX, Blackpool, UK",53.8284646,-3.0505271
50 Chepstow Road,FY3 7PJ,E,2022-01-11,House,105.0,Blackpool,"50 Chepstow Road, FY3 7PJ, Blackpool, UK",53.8314161,-3.0227844
89 Lytham Road,FY1 6DT,E,2022-09-12,House,102.0,Blackpool,"89 Lytham Road, FY1 6DT, Blackpool, UK",53.8047513,-3.0526796
9 Clevedon Road,FY1 2NX,E,2022-07-11,House,142.0,Blackpool,"9 Clevedon Road, FY1 2NX, Blackpool, UK",53.8282438,-3.0512801
"Flat 2, 62 Park Road",FY1 4HT,E,2022-01-11,Flat,50.0,Blackpool,"Flat 2, 62 Park Road, FY1 4HT, Blackpool, UK",53.8161746,-3.0446206
120 Warley Road,FY1 2RP,E,2022-02-11,House,122.0,Blackpool,"120 Warley Road, FY1 2RP, Blackpool, UK",53.8310191,-3.0469108
"2 Flat, 29 Clevedon",FY1 2NX,E,2022-05-12,Flat,16.0,Blackpool,"2 Flat, 29 Clevedon, FY1 2NX, Blackpool, UK",53.8284646,-3.0505271
18 Brook Street,FY4 4BE,E,2022-09-12,House,73.0,Blackpool,"18 Brook Street, FY4 4BE, Blackpool, UK",53.7990742,-3.0306756
30 Cumberland Avenue,FY1 5QL,E,2022-08-11,House,117.0,Blackpool,"30 Cumberland Avenue, FY1 5QL, Blackpool, UK",53.8114582,-3.0369633
150 Bloomfield Road,FY1 6JW,E,2022-05-12,Bungalow,121.0,Blackpool,"150 Bloomfield Road, FY1 6JW, Blackpool, UK",53.80456969999999,-3.0419033
"Flat A, 43-47, Red Bank Road",FY2 9HX,E,2022-04-11,Flat,52.0,Blackpool,"Flat A, 43-47, Red Bank Road, FY2 9HX, Blackpool, UK",53.8500429,-3.0507535
114 Grasmere Road,FY1 5LU,F,2022-07-12,House,123.0,Blackpool,"114 Grasmere Road, FY1 5LU, Blackpool, UK",53.8065796,-3.04047
"Flat 4, 29 Clevedon Road",FY1 2NX,E,2022-05-12,Flat,24.0,Blackpool,"Flat 4, 29 Clevedon Road, FY1 2NX, Blackpool, UK",53.8284646,-3.0505271
"Flat 3, 29 Clevedon Road",FY1 2NX,E,2022-05-12,Flat,25.0,Blackpool,"Flat 3, 29 Clevedon Road, FY1 2NX, Blackpool, UK",53.8284646,-3.0505271
"Flat 2, 66 Dean Street",FY4 1BP,E,2022-06-12,Maisonette,23.0,Blackpool,"Flat 2, 66 Dean Street, FY4 1BP, Blackpool, UK",53.7970152,-3.0507933
"Flat 6, 29 Clevedon Road",FY1 2NX,E,2022-05-12,Flat,17.0,Blackpool,"Flat 6, 29 Clevedon Road, FY1 2NX, Blackpool, UK",53.8284646,-3.0505271
"Flat 4, 62 Park Road",FY1 4HT,E,2022-01-11,Flat,28.0,Blackpool,"Flat 4, 62 Park Road, FY1 4HT, Blackpool, UK",53.8161746,-3.0446206
111 Watson Road,FY4 3EW,E,2022-03-11,House,73.0,Blackpool,"111 Watson Road, FY4 3EW, Blackpool, UK",53.7940078,-3.0362746
17 Alderley Avenue,FY4 1QG,E,2022-01-10,House,76.0,Blackpool,"17 Alderley Avenue, FY4 1QG, Blackpool, UK",53.7820542,-3.0521037
115j Dickson Road,FY1 2EU,F,2022-09-10,Flat,36.0,Blackpool,"115j Dickson Road, FY1 2EU, Blackpool, UK",53.825156,-3.0544768
"Flat 24, 10-16",FY1 2JF,E,2022-01-10,Flat,30.0,Blackpool,"Flat 24, 10-16, FY1 2JF, Blackpool, UK",53.82855679999999,-3.0542722
115h Dickson Road,FY1 2EU,F,2022-09-10,Flat,36.0,Blackpool,"115h Dickson Road, FY1 2EU, Blackpool, UK",53.825156,-3.0544768
"31 Northgate, Bispham",FY2 9NG,E,2022-04-10,Bungalow,97.0,Blackpool,"31 Northgate, Bispham, FY2 9NG, Blackpool, UK",53.8478073,-3.0469723
5 Bromley Close,FY2 0SD,F,2022-10-10,House,75.0,Blackpool,"5 Bromley Close, FY2 0SD, Blackpool, UK",53.8357804,-3.0320063
"Flat 9, 148, Bond Street",FY4 1HW,E,2022-08-10,Maisonette,49.0,Blackpool,"Flat 9, 148, Bond Street, FY4 1HW, Blackpool, UK",53.7936412,-3.0530396
18 Braithwaite Street,FY1 2HS,E,2022-05-10,House,110.0,Blackpool,"18 Braithwaite Street, FY1 2HS, Blackpool, UK",53.8255628,-3.0531395
"3, Ventnor Road",FY4 1LD,E,2022-05-10,House,198.0,Blackpool,"3, Ventnor Road, FY4 1LD, Blackpool, UK",53.78773289999999,-3.0534451
"Flat 2, 48 Westmorland Avenue",FY1 5PG,E,2022-11-10,Flat,25.0,Blackpool,"Flat 2, 48 Westmorland Avenue, FY1 5PG, Blackpool, UK",53.8090474,-3.0429756
169 Devonshire Road,FY3 7AA,E,2022-05-10,House,108.0,Blackpool,"169 Devonshire Road, FY3 7AA, Blackpool, UK",53.82649619999999,-3.0394383
7 Laurel Avenue,FY1 6QX,E,2022-01-10,House,101.0,Blackpool,"7 Laurel Avenue, FY1 6QX, Blackpool, UK",53.8034787,-3.0300053
"32 England Avenue, Bispham",FY2 9JE,E,2022-04-10,Bungalow,111.0,Blackpool,"32 England Avenue, Bispham, FY2 9JE, Blackpool, UK",53.8519519,-3.0472194
"Flat 4, 64 Lytham Road",FY1 6DY,E,2022-10-10,Flat,26.0,Blackpool,"Flat 4, 64 Lytham Road, FY1 6DY, Blackpool, UK",53.8054093,-3.0527307
"Flat 1, 64 Lytham Road",FY1 6DY,E,2022-10-10,Flat,28.0,Blackpool,"Flat 1, 64 Lytham Road, FY1 6DY, Blackpool, UK",53.8054093,-3.0527307
7 Laurel Avenue,FY1 6QX,E,2022-01-10,House,101.0,Blackpool,"7 Laurel Avenue, FY1 6QX, Blackpool, UK",53.8034787,-3.0300053
"First floor flat, 36 Clarendon Road",FY1 6EF,E,2022-03-10,Maisonette,52.0,Blackpool,"First floor flat, 36 Clarendon Road, FY1 6EF, Blackpool, UK",53.8046631,-3.0503555
38 Fordway Avenue,FY3 8HD,E,2022-11-10,House,73.0,Blackpool,"38 Fordway Avenue, FY3 8HD, Blackpool, UK",53.821665,-3.0285405
"Flat 28, 10-16",FY1 2JF,E,2022-01-10,Flat,23.0,Blackpool,"Flat 28, 10-16, FY1 2JF, Blackpool, UK",53.82855679999999,-3.0542722
"Glenroy, Laundry Road",FY4 5JH,E,2022-09-11,House,84.0,Blackpool,"Glenroy, Laundry Road, FY4 5JH, Blackpool, UK",53.7824485,-3.0133222
"115 Ashfield Road, Bispham",FY2 0BU,F,2022-03-10,House,102.0,Blackpool,"115 Ashfield Road, Bispham, FY2 0BU, Blackpool, UK",53.8552624,-3.0332564
"Flat 16, 10-16",FY1 2JF,E,2022-01-10,Flat,26.0,Blackpool,"Flat 16, 10-16, FY1 2JF, Blackpool, UK",53.82855679999999,-3.0542722
233-235 Dickson Road,FY1 2JH,G,2024-04-04,Flat,71.0,Blackpool,"233-235 Dickson Road, FY1 2JH, Blackpool, UK",53.8296728,-3.0530239
24 Sowerby Avenue,FY4 3EH,G,2024-11-04,House,74.0,Blackpool,"24 Sowerby Avenue, FY4 3EH, Blackpool, UK",53.7937707,-3.0339912
"Moss Dyke, Dickies Lane",FY4 5LG,E,2024-09-04,Bungalow,184.0,Blackpool,"Moss Dyke, Dickies Lane, FY4 5LG, Blackpool, UK",53.7895379,-3.0041034
44 Erdington Road,FY1 5EG,E,2024-11-04,House,94.0,Blackpool,"44 Erdington Road, FY1 5EG, Blackpool, UK",53.8103943,-3.0482422
12 Gardeners Mews,FY1 2EH,E,2024-08-04,House,71.0,Blackpool,"12 Gardeners Mews, FY1 2EH, Blackpool, UK",53.8255941,-3.0478797
"Flat 3, 339 Dickson Road",FY1 2JL,E,2024-01-04,Flat,40.0,Blackpool,"Flat 3, 339 Dickson Road, FY1 2JL, Blackpool, UK",53.8321707,-3.0535674
"Flat 6, 304 Promenade",FY1 2EY,E,2024-11-04,Flat,76.0,Blackpool,"Flat 6, 304 Promenade, FY1 2EY, Blackpool, UK",53.8262882,-3.0548065
54 Lakeway,FY3 8PF,E,2024-05-04,House,90.0,Blackpool,"54 Lakeway, FY3 8PF, Blackpool, UK",53.8244761,-3.0217061
9 Silverwood Avenue,FY4 3BW,F,2024-02-04,House,81.0,Blackpool,"9 Silverwood Avenue, FY4 3BW, Blackpool, UK",53.7971634,-3.0413581
"Flat 2, 339 Dickson Road",FY1 2JL,E,2024-01-04,Flat,48.0,Blackpool,"Flat 2, 339 Dickson Road, FY1 2JL, Blackpool, UK",53.8321707,-3.0535674
458a Lytham Road,FY4 1JQ,E,2024-09-04,Flat,41.0,Blackpool,"458a Lytham Road, FY4 1JQ, Blackpool, UK",53.7908743,-3.0484771
"Flat 4, 339 Dickson Road",FY1 2JL,E,2024-01-04,Flat,39.0,Blackpool,"Flat 4, 339 Dickson Road, FY1 2JL, Blackpool, UK",53.8321707,-3.0535674
29 Erdington Road,FY1 5EG,E,2024-11-04,House,99.0,Blackpool,"29 Erdington Road, FY1 5EG, Blackpool, UK",53.8102714,-3.048454
458 Lytham Road,FY4 1JQ,E,2024-09-04,House,250.0,Blackpool,"458 Lytham Road, FY4 1JQ, Blackpool, UK",53.7908743,-3.0484771
"Flat B, 4 Regent Road",FY1 4LY,F,2024-03-05,Flat,32.0,Blackpool,"Flat B, 4 Regent Road, FY1 4LY, Blackpool, UK",53.81760010000001,-3.0460158
15 Halton Gardens,FY4 4LZ,E,2024-02-05,Bungalow,44.0,Blackpool,"15 Halton Gardens, FY4 4LZ, Blackpool, UK",53.7943331,-3.0212385
57 Henson Avenue,FY4 3LZ,E,2024-03-05,House,80.0,Blackpool,"57 Henson Avenue, FY4 3LZ, Blackpool, UK",53.787162,-3.026676
"Flat A, 4 Regent Road",FY1 4LY,F,2024-02-05,Flat,34.0,Blackpool,"Flat A, 4 Regent Road, FY1 4LY, Blackpool, UK",53.81760010000001,-3.0460158
"Flat 8, 188 Promenade",FY1 1RJ,E,2024-06-05,Flat,38.0,Blackpool,"Flat 8, 188 Promenade, FY1 1RJ, Blackpool, UK",53.8211364,-3.0548083
"Flat 2, 373 Central Drive",FY1 5JN,E,2024-07-05,Flat,32.0,Blackpool,"Flat 2, 373 Central Drive, FY1 5JN, Blackpool, UK",53.8049067,-3.0457732
147 Powell Avenue,FY4 3HQ,F,2024-02-05,House,66.0,Blackpool,"147 Powell Avenue, FY4 3HQ, Blackpool, UK",53.7962162,-3.0312061
31 Burnside Avenue,FY4 4AF,F,2024-09-05,House,76.0,Blackpool,"31 Burnside Avenue, FY4 4AF, Blackpool, UK",53.7948572,-3.0272949
98 Ingleway Avenue,FY3 8JG,E,2024-08-05,House,90.0,Blackpool,"98 Ingleway Avenue, FY3 8JG, Blackpool, UK",53.822225,-3.0235838
"Flat 1, 2 Stansfield Street",FY1 6JB,E,2024-10-05,Flat,46.0,Blackpool,"Flat 1, 2 Stansfield Street, FY1 6JB, Blackpool, UK",53.80068989999999,-3.0454619
24 Carsluith Avenue,FY3 9LJ,E,2024-05-04,House,70.0,Blackpool,"24 Carsluith Avenue, FY3 9LJ, Blackpool, UK",53.8078216,-3.026214
109 Langdale Road,FY4 4SN,E,2024-04-04,House,97.0,Blackpool,"109 Langdale Road, FY4 4SN, Blackpool, UK",53.7998432,-2.994049
12 Bela Grove,FY1 5JZ,F,2024-02-05,House,98.0,Blackpool,"12 Bela Grove, FY1 5JZ, Blackpool, UK",53.80628309999999,-3.0417127
18 Threlfall Road,FY1 6NN,E,2024-03-05,House,106.0,Blackpool,"18 Threlfall Road, FY1 6NN, Blackpool, UK",53.8005521,-3.0383876
"Flat C, 16 Regent Road",FY1 4LY,F,2024-02-05,Flat,48.0,Blackpool,"Flat C, 16 Regent Road, FY1 4LY, Blackpool, UK",53.8173627,-3.0458994
10 Brooklyn Avenue,FY3 7DP,E,2024-10-05,House,97.0,Blackpool,"10 Brooklyn Avenue, FY3 7DP, Blackpool, UK",53.8313977,-3.0293273
"21 Cleves Court, Dalkeith Avenue",FY3 9SB,E,2024-08-05,House,42.0,Blackpool,"21 Cleves Court, Dalkeith Avenue, FY3 9SB, Blackpool, UK",53.8066995,-3.0115573
"Flat 1a, 36 Caunce Street",FY1 3DT,E,2024-04-05,Flat,20.0,Blackpool,"Flat 1a, 36 Caunce Street, FY1 3DT, Blackpool, UK",53.8190798,-3.0463979
134 Midgeland Road,FY4 5HB,G,2024-03-05,House,72.0,Blackpool,"134 Midgeland Road, FY4 5HB, Blackpool, UK",53.7879494,-3.0141844
"Flat 3, 1 Clevedon Road",FY1 2NX,E,2024-09-05,Flat,52.0,Blackpool,"Flat 3, 1 Clevedon Road, FY1 2NX, Blackpool, UK",53.8281368,-3.0519565
"Flat 5, 52-54 Warley Road",FY1 2LL,F,2024-02-05,Flat,39.0,Blackpool,"Flat 5, 52-54 Warley Road, FY1 2LL, Blackpool, UK",53.8305283,-3.0512942
"Flat, 141 Devonshire Road",FY3 8AX,E,2024-08-05,Flat,40.0,Blackpool,"Flat, 141 Devonshire Road, FY3 8AX, Blackpool, UK",53.8242954,-3.0389727
4 Gorse Road,FY3 9DZ,F,2024-01-05,House,98.0,Blackpool,"4 Gorse Road, FY3 9DZ, Blackpool, UK",53.8137189,-3.0347591
"69, Inver Road",FY2 0RQ,F,2015-12-09,House,100.0,Blackpool,"69, Inver Road, FY2 0RQ, Blackpool, UK",53.8437365,-3.0403054
10 Stuart Place,FY3 7UG,E,2023-09-04,House,79.0,Blackpool,"10 Stuart Place, FY3 7UG, Blackpool, UK",53.8352791,-3.0127713
"8 Euxton Court, Harcourt Road",FY4 3HU,E,2023-07-04,House,84.0,Blackpool,"8 Euxton Court, Harcourt Road, FY4 3HU, Blackpool, UK",53.7971647,-3.0320538
19 Marchwood Road,FY3 7UH,E,2023-10-04,House,95.0,Blackpool,"19 Marchwood Road, FY3 7UH, Blackpool, UK",53.83401019999999,-3.0089032
3 Otterburn Close,FY3 7PR,E,2023-09-04,House,84.0,Blackpool,"3 Otterburn Close, FY3 7PR, Blackpool, UK",53.8355492,-3.0109748
2 Otterburn Close,FY3 7PR,E,2023-09-04,House,84.0,Blackpool,"2 Otterburn Close, FY3 7PR, Blackpool, UK",53.8354133,-3.0108103
"19 Lowland Way, Bispham",FY2 0HP,E,2023-06-04,House,88.0,Blackpool,"19 Lowland Way, Bispham, FY2 0HP, Blackpool, UK",53.8583001,-3.0236232
"30 Lowland Way, Bispham",FY2 0HP,E,2023-06-04,House,88.0,Blackpool,"30 Lowland Way, Bispham, FY2 0HP, Blackpool, UK",53.85793229999999,-3.0231648
"7 Lowland Way, Bispham",FY2 0HP,E,2023-07-04,House,76.0,Blackpool,"7 Lowland Way, Bispham, FY2 0HP, Blackpool, UK",53.8581295,-3.0241058
6 Steeton Road,FY3 7JE,E,2023-10-04,House,95.0,Blackpool,"6 Steeton Road, FY3 7JE, Blackpool, UK",53.8341514,-3.0087334
4 Browsholme Close,FY3 7FB,E,2023-07-04,House,84.0,Blackpool,"4 Browsholme Close, FY3 7FB, Blackpool, UK",53.8335044,-3.0078842
"22 Lowland Way, Bispham",FY2 0HP,E,2023-07-04,House,76.0,Blackpool,"22 Lowland Way, Bispham, FY2 0HP, Blackpool, UK",53.85832550000001,-3.0233665
"5 Euxton Court, Harcourt Road",FY4 3HU,E,2023-07-04,House,84.0,Blackpool,"5 Euxton Court, Harcourt Road, FY4 3HU, Blackpool, UK",53.7970939,-3.0324181
17 Collyhurst Avenue,FY4 3NF,F,2023-03-04,House,59.0,Blackpool,"17 Collyhurst Avenue, FY4 3NF, Blackpool, UK",53.78547440000001,-3.0245517
1 Otterburn Close,FY3 7PR,E,2023-09-04,House,84.0,Blackpool,"1 Otterburn Close, FY3 7PR, Blackpool, UK",53.83568589999999,-3.01083
3 Paythorne Close,FY3 7JF,E,2023-10-04,House,95.0,Blackpool,"3 Paythorne Close, FY3 7JF, Blackpool, UK",53.8342608,-3.0090411
7 Stuart Place,FY3 7UG,E,2023-09-04,House,79.0,Blackpool,"7 Stuart Place, FY3 7UG, Blackpool, UK",53.83544509999999,-3.0127078
"2 Lowland Way, Bispham",FY2 0HP,E,2023-06-04,House,88.0,Blackpool,"2 Lowland Way, Bispham, FY2 0HP, Blackpool, UK",53.85821480000001,-3.0238639
14 Grindleton Close,FY3 7FA,E,2023-07-04,House,84.0,Blackpool,"14 Grindleton Close, FY3 7FA, Blackpool, UK",53.8331396,-3.0093828
"28 Lowland Way, Bispham",FY2 0HP,E,2023-07-04,House,76.0,Blackpool,"28 Lowland Way, Bispham, FY2 0HP, Blackpool, UK",53.8580549,-3.0231829
6 Paythorne Close,FY3 7JF,E,2023-09-04,House,95.0,Blackpool,"6 Paythorne Close, FY3 7JF, Blackpool, UK",53.8342275,-3.0094571
1 Steeton Road,FY3 7JE,E,2023-10-04,House,95.0,Blackpool,"1 Steeton Road, FY3 7JE, Blackpool, UK",53.8341117,-3.008667
70 Winton Avenue,FY4 4LF,E,2022-09-12,House,57.0,Blackpool,"70 Winton Avenue, FY4 4LF, Blackpool, UK",53.80076949999999,-3.0171373
11 Stuart Place,FY3 7UG,E,2023-09-04,House,79.0,Blackpool,"11 Stuart Place, FY3 7UG, Blackpool, UK",53.83544509999999,-3.0127078
"5 Lowland Way, Bispham",FY2 0HP,E,2023-06-04,House,88.0,Blackpool,"5 Lowland Way, Bispham, FY2 0HP, Blackpool, UK",53.8580909,-3.0242356
"1 Lowland Way, Bispham",FY2 0HP,E,2023-06-04,House,88.0,Blackpool,"1 Lowland Way, Bispham, FY2 0HP, Blackpool, UK",53.85821480000001,-3.0238639
266a Church Street,FY1 3PZ,F,2022-01-08,Flat,63.0,Blackpool,"266a Church Street, FY1 3PZ, Blackpool, UK",53.8188337,-3.0426025
"15 Davenport Avenue, Bispham",FY2 9EP,E,2022-07-09,House,74.0,Blackpool,"15 Davenport Avenue, Bispham, FY2 9EP, Blackpool, UK",53.8531616,-3.0447863
"61 Greystoke Court, 79 Clifton Drive",FY4 1DH,F,2022-05-07,Flat,60.0,Blackpool,"61 Greystoke Court, 79 Clifton Drive, FY4 1DH, Blackpool, UK",53.783159,-3.0553093
86 West Park Drive,FY3 9HU,E,2022-08-08,House,141.0,Blackpool,"86 West Park Drive, FY3 9HU, Blackpool, UK",53.8122593,-3.029008
82 Loftos Avenue,FY4 3HA,F,2022-01-07,House,63.0,Blackpool,"82 Loftos Avenue, FY4 3HA, Blackpool, UK",53.7949985,-3.0331752
67 Ingleway Avenue,FY3 8JJ,E,2022-12-07,House,85.0,Blackpool,"67 Ingleway Avenue, FY3 8JJ, Blackpool, UK",53.8219651,-3.025802
104 Branstree Road,FY4 4TD,E,2022-01-07,Flat,51.0,Blackpool,"104 Branstree Road, FY4 4TD, Blackpool, UK",53.7982257,-2.995147
51 Boardman Avenue,FY1 6QE,E,2022-06-09,House,95.0,Blackpool,"51 Boardman Avenue, FY1 6QE, Blackpool, UK",53.8044611,-3.0360646
97 Greenwood Avenue,FY1 6PR,E,2022-12-08,House,88.0,Blackpool,"97 Greenwood Avenue, FY1 6PR, Blackpool, UK",53.8024816,-3.0351003
"Flat 7, Newton Court 91-93, Newton Drive",FY3 8LX,E,2022-06-07,Flat,59.0,Blackpool,"Flat 7, Newton Court 91-93, Newton Drive, FY3 8LX, Blackpool, UK",53.8198581,-3.0277914
20 June Avenue,FY4 4LQ,E,2022-11-07,House,56.0,Blackpool,"20 June Avenue, FY4 4LQ, Blackpool, UK",53.80128089999999,-3.0179462
28 Thirlmere Road,FY4 2DA,E,2022-12-08,House,86.0,Blackpool,"28 Thirlmere Road, FY4 2DA, Blackpool, UK",53.7925592,-3.0453725
"Flat 5, 15 Lonsdale Road",FY1 6EE,E,2022-01-08,Flat,36.0,Blackpool,"Flat 5, 15 Lonsdale Road, FY1 6EE, Blackpool, UK",53.8052054,-3.0514218
"Flat 16, Acorn Apartments 1-7, Chatsworth Avenue",FY2 9AN,E,2022-07-07,Flat,42.0,Blackpool,"Flat 16, Acorn Apartments 1-7, Chatsworth Avenue, FY2 9AN, Blackpool, UK",53.8565244,-3.0497392
"Flat 3, 50 Foxhall Road",FY1 5AD,E,2022-05-09,Maisonette,25.0,Blackpool,"Flat 3, 50 Foxhall Road, FY1 5AD, Blackpool, UK",53.8099015,-3.054836
"Flat 19, Acorn Apartments, 1-7 Chatsworth Avenue",FY2 9AN,E,2022-07-07,Flat,42.0,Blackpool,"Flat 19, Acorn Apartments, 1-7 Chatsworth Avenue, FY2 9AN, Blackpool, UK",53.8565244,-3.0497392
1 Chesterfield Road,FY1 2PP,E,2022-03-08,House,66.0,Blackpool,"1 Chesterfield Road, FY1 2PP, Blackpool, UK",53.8278,-3.0503379
2 Coral Place,FY4 4PS,E,2022-12-08,House,35.0,Blackpool,"2 Coral Place, FY4 4PS, Blackpool, UK",53.8007179,-3.0141584
161 St. Walburgas Road,FY3 7EY,E,2022-06-09,House,184.0,Blackpool,"161 St. Walburgas Road, FY3 7EY, Blackpool, UK",53.8269224,-3.0226262
20 Hawkshead Terrace,FY4 4TA,F,2022-08-09,House,94.0,Blackpool,"20 Hawkshead Terrace, FY4 4TA, Blackpool, UK",53.79754010000001,-2.9892831
"Flat B Red Lion, Devonshire Road",FY2 0AR,E,2022-08-07,Flat,94.0,Blackpool,"Flat B Red Lion, Devonshire Road, FY2 0AR, Blackpool, UK",53.8548905,-3.0396702
50 Harris Avenue,FY1 6NJ,E,2022-05-09,House,56.0,Blackpool,"50 Harris Avenue, FY1 6NJ, Blackpool, UK",53.80151189999999,-3.0370251
55 Dean Street,FY4 1BP,E,2022-09-09,House,227.0,Blackpool,"55 Dean Street, FY4 1BP, Blackpool, UK",53.79668239999999,-3.0508251
24 Royal Avenue,FY3 9PS,E,2022-01-08,House,92.0,Blackpool,"24 Royal Avenue, FY3 9PS, Blackpool, UK",53.80751369999999,-3.026601
141 Peter Street,FY1 3NN,E,2022-06-09,House,100.0,Blackpool,"141 Peter Street, FY1 3NN, Blackpool, UK",53.8210636,-3.0392215
92 Bolton Street,FY1 6AA,F,2022-10-08,Flat,60.0,Blackpool,"92 Bolton Street, FY1 6AA, Blackpool, UK",53.7995205,-3.054334
"Ground Floor Flat, 11 First Avenue",FY4 2EY,F,2022-11-08,Flat,68.0,Blackpool,"Ground Floor Flat, 11 First Avenue, FY4 2EY, Blackpool, UK",53.7896591,-3.0462828
12 Furness Court,FY3 7QJ,E,2022-01-07,Flat,58.0,Blackpool,"12 Furness Court, FY3 7QJ, Blackpool, UK",53.83132089999999,-3.0160285
3 Lawnswood Crescent,FY3 9UQ,E,2022-07-09,Bungalow,56.0,Blackpool,"3 Lawnswood Crescent, FY3 9UQ, Blackpool, UK",53.8052076,-3.0026147
8 Ruskin Avenue,FY1 6HP,E,2022-01-08,House,69.0,Blackpool,"8 Ruskin Avenue, FY1 6HP, Blackpool, UK",53.80171800000001,-3.0506768
Flat 3 Rear of 72 Bond Street,FY4 1BW,E,2022-12-07,Flat,21.0,Blackpool,"Flat 3 Rear of 72 Bond Street, FY4 1BW, Blackpool, UK",53.7967149,-3.0536418
"Flat 6, 7-9, King George Avenue",FY2 9SN,E,2022-05-07,Flat,34.0,Blackpool,"Flat 6, 7-9, King George Avenue, FY2 9SN, Blackpool, UK",53.8346362,-3.0532949
"152 Holmfield Road, Bispham",FY2 9PD,E,2022-08-08,House,150.0,Blackpool,"152 Holmfield Road, Bispham, FY2 9PD, Blackpool, UK",53.8426219,-3.0519845
46 Grenfell Avenue,FY3 7BS,E,2022-02-09,House,73.0,Blackpool,"46 Grenfell Avenue, FY3 7BS, Blackpool, UK",53.8275257,-3.0291868
75 Adelaide Street,FY1 4LN,E,2022-04-09,House,171.0,Blackpool,"75 Adelaide Street, FY1 4LN, Blackpool, UK",53.8172755,-3.048499
"3 Lowland Way, Bispham",FY2 0HP,E,2023-06-04,House,88.0,Blackpool,"3 Lowland Way, Bispham, FY2 0HP, Blackpool, UK",53.85821480000001,-3.0238639
"Flat 1, 50 Shaw Road",FY1 6HB,E,2023-07-03,Flat,50.0,Blackpool,"Flat 1, 50 Shaw Road, FY1 6HB, Blackpool, UK",53.8002956,-3.0520491
14 Kimberley Avenue,FY4 2LS,F,2023-07-03,House,75.0,Blackpool,"14 Kimberley Avenue, FY4 2LS, Blackpool, UK",53.7841422,-3.0369696
95 Cunliffe Road,FY1 6RX,E,2023-07-03,House,82.0,Blackpool,"95 Cunliffe Road, FY1 6RX, Blackpool, UK",53.8053756,-3.0356529
